parameter_index,simulation_index,split
677,4,train
2068,3,train
3967,1,train
1107,2,train
890,4,train
3663,4,train
2102,1,train
1706,1,train
1885,3,train
1489,3,train
3784,1,train
1186,2,train
3876,4,train
2181,1,train
2315,1,train
1919,1,train
2098,3,train
1702,3,train
2139,4,train
1836,3,train
1440,3,train
3955,4,train
2132,1,train
1870,1,train
1956,4,train
2352,4,train
1653,3,train
1257,3,train
1866,3,train
1470,3,train
1604,3,train
2465,2,train
1766,1,train
1504,1,train
1683,3,train
1858,4,train
2678,2,train
80,3,train
2375,1,train
2812,2,train
2113,1,train
1717,1,train
2154,2,train
2595,4,train
2071,4,train
1675,4,train
114,1,train
2629,2,train
3066,3,train
72,4,train
2367,2,train
2284,4,train
1888,4,train
327,1,train
65,1,train
151,4,train
2842,2,train
2883,3,train
2580,2,train
2363,4,train
144,1,train
3492,3,train
2659,2,train
2397,2,train
2314,4,train
357,1,train
95,1,train
136,2,train
2913,3,train
3309,3,train
3047,3,train
2651,3,train
215,2,train
349,2,train
3522,3,train
3563,4,train
2823,2,train
3260,3,train
824,2,train
3556,1,train
125,1,train
166,2,train
2943,3,train
3776,4,train
3077,3,train
83,4,train
2815,3,train
4031,1,train
3769,1,train
3373,1,train
775,2,train
3552,3,train
3111,1,train
3593,4,train
3989,4,train
117,2,train
3290,3,train
3028,3,train
34,4,train
3889,2,train
854,2,train
895,3,train
3586,1,train
592,2,train
3806,4,train
196,2,train
633,3,train
3324,1,train
330,2,train
3410,4,train
3544,4,train
3940,4,train
3403,1,train
3840,2,train
1242,3,train
3537,1,train
409,2,train
846,3,train
3141,1,train
543,2,train
3320,3,train
3361,4,train
4019,4,train
3099,4,train
1142,1,train
3919,2,train
3616,1,train
622,2,train
1059,3,train
3970,4,train
3574,4,train
3312,4,train
1355,1,train
1534,3,train
3829,1,train
3870,2,train
876,3,train
1313,4,train
4004,2,train
1010,3,train
3787,4,train
3391,4,train
1830,1,train
1568,1,train
1172,1,train
1788,4,train
1922,4,train
3821,2,train
4000,4,train
3604,4,train
3738,4,train
1385,1,train
1519,1,train
1605,4,train
1302,3,train
1343,4,train
1739,4,train
1040,3,train
1081,4,train
3817,4,train
1598,1,train
2035,2,train
1336,1,train
1818,4,train
1952,4,train
1690,4,train
1811,1,train
1852,2,train
2248,2,train
1549,1,train
1769,4,train
2065,2,train
1669,2,train
1803,2,train
1324,4,train
2278,2,train
1882,2,train
2319,3,train
2016,2,train
1620,2,train
2057,3,train
1537,4,train
1833,2,train
1967,2,train
2828,1,train
2745,3,train
2349,3,train
2046,2,train
1650,2,train
47,2,train
2779,1,train
181,2,train
2562,3,train
2259,2,train
2858,1,train
260,2,train
2596,1,train
2513,3,train
2950,4,train
3467,1,train
3205,1,train
2547,1,train
3029,4,train
2726,3,train
2464,3,train
331,3,train
2626,1,train
3022,1,train
69,3,train
2760,1,train
2846,4,train
2543,3,train
2980,4,train
761,1,train
3538,2,train
544,3,train
3276,2,train
2839,1,train
241,2,train
3455,4,train
2577,1,train
3014,2,train
3672,2,train
2756,3,train
2797,4,train
3193,4,train
578,1,train
757,3,train
932,4,train
99,3,train
2790,1,train
3227,2,train
3406,4,train
3010,4,train
1187,1,train
791,1,train
3964,2,train
529,1,train
3306,2,train
3702,2,train
708,3,train
3440,2,train
3044,2,train
312,3,train
1145,4,train
3003,1,train
9,2,train
446,3,train
2827,4,train
3223,4,train
2961,4,train
1004,1,train
742,1,train
525,3,train
962,4,train
263,3,train
700,4,train
3436,4,train
3174,4,train
1217,1,train
821,1,train
4035,3,train
955,1,train
559,1,train
996,2,train
738,3,train
3470,2,train
297,1,train
779,4,train
476,3,train
517,4,train
913,4,train
1034,1,train
1471,2,train
772,1,train
3986,3,train
376,1,train
1209,2,train
906,1,train
3724,3,train
510,1,train
992,4,train
1126,4,train
730,4,train
4020,1,train
1422,2,train
589,1,train
723,1,train
3937,3,train
943,4,train
681,4,train
1501,2,train
1239,2,train
4016,3,train
936,1,train
3754,3,train
760,4,train
3888,3,train
1714,2,train
1056,2,train
1190,2,train
794,2,train
3967,3,train
2102,3,train
1269,2,train
4001,1,train
1706,3,train
1403,2,train
1007,2,train
3784,3,train
1186,4,train
3959,4,train
2398,1,train
2181,3,train
4080,1,train
1919,3,train
1220,2,train
2611,1,train
1695,2,train
2132,3,train
1433,2,train
1870,3,train
2032,1,train
2166,1,train
2641,1,train
2682,2,train
2379,1,train
1983,1,train
2465,4,train
1766,3,train
1941,4,train
1504,3,train
2062,1,train
2678,4,train
2812,4,train
1934,1,train
2113,3,train
1717,3,train
2154,4,train
197,1,train
2974,2,train
2671,1,train
2712,2,train
3108,2,train
114,3,train
2409,1,train
2013,1,train
2450,2,train
2147,1,train
2629,4,train
2367,4,train
1971,4,train
3187,2,train
148,1,train
3059,2,train
65,3,train
2842,4,train
2580,4,train
623,1,train
227,1,train
3138,2,train
2742,2,train
3179,3,train
144,3,train
2876,2,train
2659,4,train
2218,2,train
2397,4,train
44,1,train
178,1,train
2693,2,train
136,4,train
2431,2,train
653,1,train
694,2,train
129,1,train
215,4,train
2510,2,train
2906,2,train
349,4,train
907,2,train
1041,2,train
824,4,train
3119,2,train
2723,2,train
3556,3,train
166,4,train
2857,2,train
1120,2,train
724,2,train
3852,1,train
421,1,train
25,1,train
858,2,train
3373,3,train
3111,3,train
117,4,train
937,2,train
3669,1,train
3407,1,train
3889,4,train
854,4,train
413,2,train
3586,3,train
3627,4,train
592,4,train
196,4,train
3324,3,train
330,4,train
1408,1,train
1191,3,train
3486,1,train
3882,1,train
888,2,train
3620,1,train
626,2,train
230,2,train
3403,3,train
3840,4,train
3537,3,train
3141,3,train
409,4,train
3699,1,train
705,2,train
1142,3,train
3919,4,train
3616,3,train
3657,4,train
622,4,train
1834,1,train
3912,1,train
918,2,train
959,3,train
1355,3,train
3650,1,train
656,2,train
3870,4,train
4004,4,train
2047,1,train
1651,1,train
1830,3,train
1568,3,train
1172,3,train
3863,1,train
869,2,train
3687,4,train
3821,4,train
3425,4,train
1864,1,train
1468,1,train
1602,1,train
1385,3,train
989,3,train
1519,3,train
2077,1,train
1681,1,train
1419,1,train
1598,3,train
1157,1,train
2035,4,train
3934,2,train
1336,3,train
1377,4,train
4068,2,train
2331,2,train
2069,2,train
2248,4,train
1852,4,train
1549,3,train
2107,1,train
1845,1,train
1886,2,train
2065,4,train
1669,4,train
1803,4,train
2495,2,train
2278,4,train
1882,4,train
2016,4,train
1620,4,train
2574,2,train
2178,2,train
2615,3,train
1875,1,train
1916,2,train
2312,2,train
1833,4,train
2828,3,train
2129,2,train
2263,2,train
1867,2,train
2046,4,train
1650,4,train
3258,1,train
264,2,train
2645,3,train
47,4,train
2779,3,train
1946,2,train
3471,1,train
477,2,train
2858,3,train
260,4,train
2596,3,train
2293,2,train
2334,3,train
3154,1,train
3288,1,train
32,2,train
2547,3,train
3367,1,train
3105,1,train
111,2,train
2843,1,train
3022,3,train
2626,3,train
2760,3,train
2364,3,train
3755,2,train
2922,1,train
324,2,train
761,3,train
3538,4,train
62,2,train
2839,3,train
3276,4,train
3672,4,train
2577,3,train
3014,4,train
3968,2,train
3572,2,train
537,2,train
578,3,train
3269,1,train
3310,2,train
275,2,train
2790,3,train
3227,4,train
791,3,train
529,3,train
3306,4,train
3702,4,train
3003,3,train
3440,4,train
3044,4,train
1087,1,train
3602,2,train
4039,3,train
1004,3,train
3736,2,train
2903,1,train
3340,2,train
742,3,train
84,3,train
904,1,train
1434,1,train
1038,1,train
821,3,train
3553,2,train
3949,2,train
955,3,train
559,3,train
996,4,train
3291,2,train
297,3,train
3470,4,train
1117,1,train
855,1,train
4069,3,train
1292,2,train
1034,3,train
3766,2,train
1075,4,train
1471,4,train
772,3,train
813,4,train
376,3,train
3504,2,train
510,3,train
1209,4,train
1068,1,train
1505,2,train
1202,1,train
3583,2,train
4020,3,train
1422,4,train
589,3,train
3717,2,train
723,3,train
1584,2,train
1718,2,train
885,1,train
1322,2,train
1501,4,train
3796,2,train
1239,4,train
1797,2,train
1931,2,train
1098,1,train
1714,4,train
4009,2,train
1056,4,train
3788,3,train
1190,4,train
794,4,train
1748,2,train
1352,2,train
1269,4,train
873,4,train
4001,3,train
1403,4,train
1007,4,train
2223,2,train
1961,2,train
2398,3,train
4080,3,train
1220,4,train
2081,3,train
2611,3,train
1778,2,train
1516,2,train
2511,1,train
2249,1,train
1991,2,train
2032,3,train
1729,2,train
2166,3,train
2724,1,train
2328,1,train
2462,1,train
2682,4,train
2379,3,train
1983,3,train
2937,1,train
2541,1,train
2675,1,train
2062,3,train
2499,4,train
1800,3,train
1934,3,train
197,3,train
2888,1,train
2974,4,train
3108,4,train
2712,4,train
2409,3,train
2013,3,train
2450,4,train
2147,3,train
2967,1,train
2705,1,train
2309,1,train
3187,4,train
148,3,train
2443,1,train
2529,4,train
444,1,train
3221,2,train
227,3,train
2918,1,train
3355,2,train
2656,1,train
2742,4,train
3138,4,train
2876,4,train
2218,4,train
657,1,train
261,1,train
3038,2,train
44,3,train
481,4,train
3172,2,train
178,3,train
2693,4,train
2431,4,train
736,1,train
694,4,train
2989,2,train
3385,2,train
3426,3,train
3123,2,train
2727,2,train
129,3,train
2906,4,train
2510,4,train
687,1,train
291,1,train
907,4,train
29,1,train
249,4,train
2723,4,train
2857,4,train
3935,1,train
941,2,train
1120,4,train
242,1,train
724,4,train
3019,2,train
421,3,train
25,3,train
858,4,train
3153,2,train
3194,3,train
3415,2,train
3852,3,train
1020,2,train
717,1,train
937,4,train
59,1,train
3232,2,train
3669,3,train
3407,3,train
413,4,train
1233,2,train
3965,1,train
971,2,train
1408,3,train
668,1,train
709,2,train
3486,3,train
3882,3,train
888,4,train
3620,3,train
3224,3,train
3923,4,train
626,4,train
230,4,train
1184,2,train
3916,1,train
485,1,train
3699,3,train
705,4,train
1397,2,train
1834,3,train
1135,2,train
1176,3,train
3912,3,train
3953,4,train
918,4,train
3650,3,train
656,4,train
2047,3,train
1214,2,train
1651,3,train
3946,1,train
952,2,train
556,2,train
1086,2,train
3863,3,train
1947,1,train
1864,3,train
1468,3,train
1905,4,train
3763,1,train
1602,3,train
3983,4,train
2294,1,train
1681,3,train
3976,1,train
982,2,train
1419,3,train
1157,3,train
3934,4,train
4068,4,train
1977,1,train
2111,1,train
2331,4,train
1453,1,train
2069,4,train
1236,3,train
2324,1,train
1928,1,train
1666,1,train
1845,3,train
1886,4,train
2141,1,train
2182,2,train
1965,4,train
2657,2,train
2354,1,train
1958,1,train
2395,2,train
2574,4,train
1696,1,train
2178,4,train
1875,3,train
1916,4,train
2312,4,train
93,1,train
2870,2,train
2171,1,train
2212,2,train
1909,1,train
2346,2,train
2129,4,train
1733,4,train
2263,4,train
1867,4,train
172,1,train
306,1,train
3083,2,train
3258,3,train
2425,2,train
264,4,train
2122,1,train
2559,2,train
1946,4,train
385,1,train
164,2,train
3471,3,train
2242,2,train
2376,2,train
2293,4,train
3371,1,train
377,2,train
3154,3,train
2851,2,train
3288,3,train
2193,2,train
32,4,train
3584,1,train
153,1,train
194,2,train
3367,3,train
328,2,train
3105,3,train
111,4,train
2843,3,train
3797,1,train
803,2,train
407,2,train
3139,1,train
104,1,train
3755,4,train
2922,3,train
324,4,train
2619,2,train
2660,3,train
62,4,train
3614,1,train
620,2,train
224,2,train
3352,1,train
3748,1,train
358,2,train
3572,4,train
3968,4,train
96,2,train
3269,3,train
3310,4,train
275,4,train
3431,1,train
134,1,train
175,2,train
2907,1,train
3389,4,train
4081,2,train
1087,3,train
3778,1,train
3516,1,train
3120,1,train
3602,4,train
3736,4,train
2903,3,train
3340,4,train
3898,2,train
904,3,train
1038,3,train
205,2,train
3553,4,train
3291,4,train
1596,1,train
1117,3,train
3412,1,train
3849,2,train
855,3,train
1292,4,train
3587,2,train
4028,4,train
3766,4,train
3504,4,train
1809,1,train
1413,1,train
1547,1,train
1151,1,train
1285,1,train
889,1,train
1371,4,train
3666,2,train
1068,3,train
1505,4,train
4062,2,train
3583,4,train
3717,4,train
1566,1,train
1364,1,train
1801,2,train
1102,1,train
1584,4,train
3879,2,train
1718,4,train
885,3,train
1322,4,train
3617,2,train
4013,2,train
1060,4,train
3796,4,train
1880,2,train
1181,1,train
1618,2,train
1315,1,train
1797,4,train
4092,2,train
1098,3,train
2227,2,train
1831,2,train
1528,1,train
1748,4,train
1352,4,train
4084,3,train
1090,4,train
2306,2,train
2044,2,train
1648,2,train
1345,1,train
2298,3,train
1558,1,train
1778,4,train
1516,4,train
2511,3,train
3726,2,train
1812,2,train
2249,3,train
1729,4,train
2287,2,train
2328,3,train
2724,3,train
2025,2,train
1629,2,train
2462,3,train
3020,1,train
26,2,train
2937,3,train
2541,3,train
2675,3,train
1842,2,train
3233,1,train
239,2,train
2575,1,train
2795,4,train
2055,2,train
2096,3,train
56,2,train
2788,1,train
2967,3,train
2705,3,train
2309,3,train
2443,3,train
527,1,train
3304,2,train
269,2,train
3001,1,train
7,2,train
48,3,train
444,3,train
2343,1,train
2739,1,train
2825,4,train
2126,3,train
3221,4,train
3355,4,train
740,1,train
3651,2,train
657,3,train
261,3,train
2952,1,train
3038,4,train
3172,4,train
2514,4,train
953,1,train
557,1,train
3730,2,train
736,3,train
3031,1,train
3468,2,train
78,3,train
2769,1,train
2989,4,train
3123,4,train
2727,4,train
1166,1,train
770,1,train
3547,2,train
3244,1,train
3722,3,train
3285,2,train
687,3,train
291,3,train
3023,2,train
3681,2,train
29,3,train
2940,4,train
983,1,train
587,1,train
3498,2,train
3935,3,train
3102,2,train
941,4,train
108,3,train
3236,2,train
3632,2,train
242,3,train
3019,4,train
3153,4,train
1196,1,train
800,1,train
1237,2,train
934,1,train
1020,4,train
717,3,train
59,3,train
496,4,train
3232,4,train
751,1,train
1233,4,train
3965,3,train
489,1,train
971,4,train
709,4,train
1226,1,train
3999,1,train
964,1,train
1005,2,train
3782,3,train
702,1,train
1184,4,train
3916,3,train
485,3,train
526,4,train
1480,2,train
1135,4,train
1693,2,train
1297,2,train
1734,3,train
4029,1,train
1035,2,train
1472,3,train
1214,4,train
773,2,train
3946,3,train
952,4,train
556,4,train
1947,3,train
1644,2,train
986,2,train
3763,3,train
1981,1,train
1065,2,train
3976,3,train
982,4,train
2590,1,train
2194,1,train
1977,3,train
2111,3,train
1412,2,train
1453,3,train
2273,1,train
2011,1,train
1928,3,train
1532,3,train
2486,1,train
2224,1,train
1962,1,train
2141,3,train
2182,4,train
2437,1,train
2041,1,train
2175,1,train
1779,1,train
2657,4,train
1958,3,train
2395,4,train
1696,3,train
3087,2,train
2650,1,train
2254,1,train
2691,2,train
93,3,train
1992,1,train
2429,2,train
2870,4,train
2171,3,train
2212,4,train
1909,3,train
1950,4,train
2346,4,train
172,3,train
2642,2,train
2425,4,train
2559,4,train
206,1,train
385,3,train
3117,2,train
2721,2,train
164,4,train
2855,2,train
2242,4,train
2376,4,train
1980,4,train
23,1,train
3371,3,train
2538,2,train
377,4,train
2672,2,train
3068,2,train
2193,4,train
632,1,train
236,1,train
673,2,train
411,2,train
3584,3,train
153,3,train
194,4,train
2489,2,train
2885,2,train
328,4,train
2926,3,train
449,1,train
3618,1,train
3797,3,train
187,1,train
624,2,train
407,4,train
2702,2,train
3139,3,train
2836,2,train
2619,4,train
3697,1,train
1099,2,train
3435,1,train
837,2,train
3614,3,train
441,2,train
620,4,train
224,4,train
3352,3,train
358,4,train
96,4,train
3910,1,train
916,2,train
520,2,train
3648,1,train
3431,3,train
392,2,train
3128,2,train
3606,4,train
175,4,train
2907,3,train
1170,3,train
3861,1,train
867,2,train
3599,1,train
908,3,train
4081,4,train
605,2,train
2986,3,train
3516,3,train
3120,3,train
4074,1,train
1080,2,train
684,2,train
3416,1,train
3898,4,train
3636,4,train
205,4,train
3374,4,train
1596,3,train
897,2,train
635,2,train
3412,3,train
3849,4,train
3587,4,train
1809,3,train
1413,3,train
1547,3,train
1151,3,train
1588,4,train
889,3,train
3666,4,train
4062,4,train
1843,1,train
1667,4,train
1364,3,train
968,3,train
1801,4,train
1102,3,train
3879,4,train
4013,4,train
3617,4,train
1398,1,train
1880,4,train
1181,3,train
1618,4,train
3913,2,train
1315,3,train
1356,4,train
4092,4,train
1873,1,train
2227,4,train
1831,4,train
2086,1,train
2523,2,train
1824,1,train
2306,4,train
2044,4,train
1648,4,train
1345,3,train
2340,2,train
2474,2,train
1641,1,train
2078,2,train
2553,2,train
1854,1,train
2291,2,train
1633,2,train
1812,4,train
2370,2,train
2108,2,train
2025,4,train
1629,4,train
2841,1,train
2583,2,train
2624,3,train
3020,3,train
26,4,train
2321,2,train
2059,2,train
1842,4,train
3054,1,train
3233,3,train
2138,2,train
2575,3,train
2055,4,train
3133,1,train
139,2,train
2871,1,train
3267,1,train
56,4,train
2351,2,train
2392,3,train
2788,3,train
3346,1,train
352,2,train
3084,1,train
90,2,train
527,3,train
2822,1,train
3304,4,train
3001,3,train
3042,4,train
7,4,train
2739,3,train
2343,3,train
3559,1,train
3297,1,train
2901,1,train
740,3,train
344,3,train
3035,1,train
41,2,train
3651,4,train
2422,3,train
2952,3,train
3772,1,train
3114,1,train
3551,2,train
516,2,train
120,2,train
557,3,train
953,3,train
2852,1,train
3031,3,train
3468,4,train
3730,4,train
2769,3,train
2810,4,train
853,1,train
3764,2,train
770,3,train
3065,1,train
3547,4,train
71,2,train
3285,4,train
3681,4,train
3023,4,train
1066,1,train
804,1,train
3540,1,train
983,3,train
587,3,train
3278,1,train
3319,2,train
284,2,train
3498,4,train
3102,4,train
3236,4,train
2840,4,train
3794,2,train
800,3,train
404,3,train
1237,4,train
934,3,train
3928,2,train
1096,1,train
1230,1,train
834,1,train
4007,2,train
4048,3,train
572,1,train
3349,2,train
751,3,train
792,4,train
489,3,train
651,1,train
785,1,train
3958,2,train
3999,3,train
1005,4,train
3696,2,train
702,3,train
1522,1,train
4078,3,train
1480,4,train
3379,2,train
822,4,train
1077,1,train
1211,1,train
1297,4,train
1693,4,train
3592,2,train
3988,2,train
1035,4,train
3767,3,train
4029,3,train
773,4,train
1989,2,train
1290,1,train
1331,2,train
1727,2,train
1465,2,train
1069,2,train
986,4,train
1940,2,train
1981,3,train
1678,2,train
1282,2,train
1065,4,train
2277,1,train
2060,3,train
1757,2,train
1361,2,train
2194,3,train
2490,1,train
2273,3,train
1970,2,train
2011,3,train
1708,2,train
2703,1,train
2486,3,train
2224,3,train
1962,3,train
2782,1,train
2258,1,train
2437,3,train
2041,3,train
2175,3,train
1779,3,train
2733,1,train
2471,1,train
3087,4,train
2254,3,train
2691,4,train
1992,3,train
2429,4,train
2684,1,train
2288,1,train
2026,1,train
2508,4,train
2642,4,train
289,1,train
2763,1,train
206,3,train
2938,2,train
3117,4,train
2721,4,train
2855,4,train
636,1,train
3017,2,train
23,3,train
2538,4,train
2672,4,train
319,1,train
453,1,train
3626,2,train
236,3,train
673,4,train
2968,2,train
3364,2,train
411,4,train
2706,2,train
2885,4,train
2489,4,train
532,1,train
270,1,train
449,3,train
3618,3,train
187,3,train
624,4,train
2919,2,train
2702,4,train
3914,1,train
920,2,train
3697,3,train
1099,4,train
3394,2,train
2998,2,train
3435,3,train
837,4,train
441,4,train
3993,1,train
696,1,train
300,1,train
737,2,train
1133,2,train
434,1,train
38,1,train
520,4,train
916,4,train
3211,2,train
3514,3,train
3648,3,train
392,4,train
3944,1,train
513,1,train
647,1,train
251,1,train
3861,3,train
3902,4,train
867,4,train
3599,3,train
605,4,train
1425,2,train
767,2,train
3895,1,train
901,2,train
684,4,train
3416,3,train
980,2,train
3712,1,train
677,1,train
718,2,train
897,4,train
635,4,train
1496,3,train
3791,1,train
1193,2,train
535,2,train
3663,1,train
1843,3,train
748,2,train
3876,1,train
3962,4,train
2139,1,train
1264,3,train
3955,1,train
961,2,train
1398,3,train
3913,4,train
2352,1,train
1956,1,train
1873,3,train
1914,4,train
1174,2,train
1652,4,train
2523,4,train
1824,3,train
2423,2,train
2161,2,train
1858,1,train
1944,4,train
2340,4,train
1641,3,train
2078,4,train
2770,2,train
2071,1,train
1675,1,train
2553,4,train
1854,3,train
2291,4,train
1633,4,train
72,1,train
2453,2,train
2191,2,train
1888,1,train
2370,4,train
2108,4,train
1712,4,train
151,1,train
2666,2,train
2404,2,train
2841,3,train
2583,4,train
2142,2,train
2321,4,train
2059,4,train
2617,2,train
2221,2,train
3054,3,train
2138,4,train
356,2,train
3133,3,train
139,4,train
2830,2,train
2871,3,train
3267,3,train
2568,2,train
2172,2,train
2351,4,train
3563,1,train
3346,3,train
352,4,train
3084,3,train
90,4,train
2385,2,train
2822,3,train
3776,1,train
386,2,train
3559,3,train
83,1,train
124,2,train
2901,3,train
3297,3,train
2598,2,train
3035,3,train
41,4,train
3593,1,train
3197,1,train
599,2,train
203,2,train
337,2,train
3114,3,train
3551,4,train
120,4,train
2852,3,train
3806,1,train
3410,1,train
3847,2,train
812,2,train
3544,1,train
416,2,train
853,3,train
591,3,train
2886,1,train
3368,4,train
3764,4,train
3065,3,train
2669,3,train
71,4,train
4060,2,train
629,2,train
1066,3,train
3361,1,train
804,3,train
3099,1,train
3278,3,train
3319,4,train
1100,1,train
3574,1,train
3615,2,train
4011,2,train
184,2,train
621,3,train
3312,1,train
3398,4,train
3794,4,train
1313,1,train
4090,2,train
1096,3,train
3391,1,train
3787,1,train
1230,3,train
397,2,train
834,3,train
3828,2,train
531,2,train
572,3,train
3349,4,train
4007,4,train
1788,1,train
3907,2,train
1350,4,train
3604,1,train
4041,2,train
651,3,train
3779,2,train
785,3,train
3696,4,train
1605,1,train
1739,1,train
1343,1,train
1780,2,train
1081,1,train
3992,2,train
3596,2,train
3379,4,train
1818,1,train
1993,2,train
1597,2,train
898,1,train
3675,2,train
4071,2,train
1077,3,train
1118,4,train
3592,4,train
2072,2,train
1989,4,train
1290,3,train
1331,4,train
1727,4,train
4022,2,train
1465,4,train
1069,4,train
2285,2,train
1627,2,train
1324,1,train
1678,4,train
1282,4,train
2236,2,train
1840,2,train
2277,3,train
1537,1,train
1578,2,train
1974,2,train
1757,4,train
1361,4,train
2053,2,train
1657,2,train
2490,3,train
1791,2,train
1708,4,train
2703,3,train
2004,2,train
2045,3,train
5,2,train
2782,3,train
2258,3,train
1955,2,train
2950,1,train
2733,3,train
2034,2,train
2075,3,train
2471,3,train
1813,3,train
3029,1,train
2684,3,train
2288,3,train
2026,3,train
2846,1,train
289,3,train
2584,1,train
2980,1,train
27,3,train
2322,1,train
2763,3,train
2938,4,train
2105,3,train
3496,2,train
3193,1,train
2797,1,train
3234,2,train
636,3,train
3017,4,train
932,1,train
319,3,train
3010,1,train
3051,2,train
16,2,train
57,3,train
453,3,train
2968,4,train
2706,4,train
1145,1,train
3922,2,train
3660,2,train
532,3,train
2827,1,train
3223,1,train
270,3,train
2961,1,train
3002,2,train
3264,2,train
2919,4,train
962,1,train
566,1,train
700,1,train
304,1,train
786,4,train
3081,2,train
920,4,train
87,3,train
3215,2,train
3477,2,train
3914,3,train
2998,4,train
2602,4,train
779,1,train
3993,3,train
913,1,train
3690,2,train
517,1,train
3294,2,train
696,3,train
300,3,train
737,4,train
1133,4,train
434,3,train
38,3,train
3211,4,train
3428,2,train
992,1,train
596,1,train
1033,2,train
1429,2,train
730,1,train
3507,2,train
3810,3,train
3944,3,train
513,3,train
3245,2,train
251,3,train
1246,2,train
3978,1,train
943,1,train
1425,4,train
3720,2,train
681,1,train
767,4,train
3458,2,train
3499,3,train
901,4,train
3895,3,train
760,1,train
980,4,train
3712,3,train
718,4,train
1014,2,train
3791,3,train
1193,4,train
752,2,train
535,4,train
3663,3,train
1489,2,train
3959,1,train
965,2,train
748,4,train
3876,3,train
1960,1,train
1702,2,train
2139,3,train
4038,1,train
1440,2,train
1044,2,train
1481,3,train
3955,3,train
961,4,train
2352,3,train
1956,3,train
1257,2,train
2252,1,train
2210,4,train
1470,2,train
1511,3,train
2465,1,train
1941,1,train
2423,4,train
2161,4,train
1858,3,train
2678,1,train
2020,1,train
2154,1,train
1758,1,train
2240,4,train
1675,3,train
2629,1,train
2670,2,train
3066,2,train
72,3,train
2367,1,train
1971,1,train
2453,4,train
2191,4,train
1888,3,train
1929,4,train
2749,2,train
151,3,train
2883,2,train
2666,4,train
2404,4,train
2142,4,train
2962,2,train
2659,1,train
3137,3,train
2397,1,train
2617,4,train
2221,4,train
136,1,train
2913,2,train
2517,2,train
356,4,train
2651,2,train
3047,2,train
2568,4,train
2172,4,train
215,1,train
349,1,train
3563,3,train
2730,2,train
3167,3,train
2468,2,train
2385,4,train
166,1,train
2943,2,train
3776,3,train
386,4,train
3077,2,train
124,4,train
2815,2,train
2598,4,train
3676,1,train
682,2,train
3414,1,train
420,2,train
3197,3,train
3593,3,train
117,1,train
203,4,train
599,4,train
2935,3,train
337,4,train
3889,1,train
895,2,train
3627,1,train
196,1,train
633,2,train
3410,3,train
3806,3,train
416,4,train
3544,3,train
3847,4,train
2886,3,train
712,2,train
3444,1,train
3840,1,train
409,1,train
4060,4,train
450,2,train
846,2,train
887,3,train
629,4,train
2965,3,train
3361,3,train
3664,4,train
3099,3,train
3919,1,train
3657,1,train
1100,3,train
401,2,train
3574,3,train
3615,4,train
4011,4,train
184,4,train
3312,3,train
3870,1,train
3474,1,train
876,2,train
480,2,train
1313,3,train
3212,1,train
4090,4,train
3391,3,train
3828,4,train
397,4,train
1788,3,train
3687,1,train
3821,1,train
3425,1,train
3907,4,train
3604,3,train
4041,4,train
3779,4,train
3383,4,train
1688,1,train
1426,1,train
1605,3,train
1343,3,train
947,3,train
1780,4,train
4075,2,train
1081,3,train
3992,4,train
3596,4,train
2035,1,train
1818,3,train
1377,1,train
1993,4,train
1597,4,train
898,3,train
3675,4,train
4071,4,train
1852,1,train
1456,1,train
2072,4,train
1194,1,train
1676,4,train
3971,2,train
4022,4,train
2065,1,train
1669,1,train
1803,1,train
2285,4,train
1627,4,train
1324,3,train
1882,1,train
1923,2,train
2319,2,train
1620,1,train
1224,1,train
2057,2,train
1840,4,train
1974,4,train
1578,4,train
2136,2,train
1833,1,train
2053,4,train
1657,4,train
1791,4,train
2349,2,train
1953,2,train
1650,1,train
1825,2,train
2004,4,train
47,1,train
2562,2,train
5,4,train
1904,2,train
2513,2,train
2950,3,train
2034,4,train
118,2,train
2850,1,train
3029,3,train
2371,3,train
331,2,train
69,2,train
2846,3,train
2980,3,train
2584,3,train
2322,3,train
3538,1,train
3142,1,train
544,2,train
3276,1,train
2880,1,train
3014,1,train
3496,4,train
2797,3,train
3234,4,train
3530,2,train
932,3,train
99,2,train
3227,1,train
3010,3,train
3051,4,train
16,4,train
3306,1,train
312,2,train
353,3,train
2648,1,train
3044,1,train
3660,4,train
2827,3,train
3264,4,train
3002,4,train
3822,2,train
962,3,train
566,3,train
263,2,train
304,3,train
700,3,train
3081,4,train
3477,4,train
3215,4,train
2819,4,train
862,1,train
4035,2,train
996,1,train
779,3,train
3511,2,train
517,3,train
3294,4,train
3690,4,train
3428,4,train
1471,1,train
1075,1,train
1209,1,train
813,1,train
4027,3,train
3590,2,train
3986,2,train
992,3,train
596,3,train
1033,4,train
1429,4,train
730,3,train
771,4,train
3328,2,train
3507,4,train
3245,4,train
3724,2,train
1246,4,train
3541,2,train
3937,2,train
3978,3,train
681,3,train
3458,4,train
1501,1,train
1542,2,train
1239,1,train
4016,2,train
3754,2,train
3358,2,train
3795,3,train
760,3,train
1359,2,train
1056,1,train
660,1,train
1190,1,train
794,1,train
3967,2,train
1014,4,train
752,4,train
1572,2,train
1269,1,train
873,1,train
1706,2,train
1007,1,train
1489,4,train
3784,2,train
3825,3,train
831,4,train
3959,3,train
965,4,train
1919,2,train
1960,3,train
1261,2,train
4038,3,train
1440,4,train
1044,4,train
2256,1,train
2039,3,train
1340,2,train
